DATE,snow_depth,temp_max,temp_min,precip
2016-01-01,0.0,43.411764705882355,34.23529411764706,0.04838095238095238
2016-01-02,0.0,39.94117647058823,23.88235294117647,0.02419047619047619
2016-01-03,0.01904761904761905,24.294117647058822,20.705882352941178,0.895047619047619
2016-01-04,0.4333333333333333,22.11764705882353,18.823529411764707,0.10885714285714286
2016-01-05,0.26666666666666666,25.294117647058822,20.11764705882353,1.2941904761904761
2016-01-06,1.0571428571428572,25.88235294117647,20.88235294117647,0.012095238095238095
2016-01-07,0.8904761904761904,29.647058823529413,20.764705882352942,5.152571428571428
2016-01-08,1.0809523809523809,40.23529411764706,29.235294117647058,2.54
2016-01-09,0.11428571428571428,38.88235294117647,30.823529411764707,0.03628571428571429
2016-01-10,0.11428571428571428,42.23529411764706,33.411764705882355,5.188857142857143
2016-01-11,0.0,38.94117647058823,33.588235294117645,3.2415238095238097
2016-01-12,0.0,43.1764705882353,36.8235294117647,2.8423809523809522
2016-01-13,0.0,39.88235294117647,33.23529411764706,0.6652380952380953
2016-01-14,0.0,37.76470588235294,31.647058823529413,4.850190476190476
2016-01-15,0.07619047619047618,36.529411764705884,32.411764705882355,0.060476190476190475
2016-01-16,0.01904761904761905,34.05882352941177,27.764705882352942,2.0924761904761904
2016-01-17,0.8142857142857144,31.294117647058822,20.647058823529413,0.04838095238095238
2016-01-18,0.6476190476190476,30.529411764705884,19.41176470588235,0.060476190476190475
2016-01-19,0.5857142857142857,31.176470588235293,19.647058823529413,1.3062857142857143
2016-01-20,1.0809523809523809,33.94117647058823,17.11764705882353,0.2056190476190476
2016-01-21,0.8333333333333334,23.764705882352942,16.058823529411764,0.0
2016-01-22,0.819047619047619,29.58823529411765,17.58823529411765,2.6004761904761904
2016-01-23,0.9333333333333333,42.588235294117645,28.58823529411765,0.07257142857142858
2016-01-24,0.0380952380952381,45.64705882352941,38.294117647058826,3.3866666666666667
2016-01-25,0.0,51.294117647058826,44.294117647058826,0.0
2016-01-26,0.0,50.705882352941174,42.588235294117645,2.951238095238095
2016-01-27,0.0,51.8235294117647,46.23529411764706,5.503333333333333
2016-01-28,0.0,48.76470588235294,38.64705882352941,0.22980952380952382
2016-01-29,0.0,49.05882352941177,38.76470588235294,6.362095238095238
2016-01-30,0.0,48.705882352941174,35.470588235294116,11.526761904761903
2016-01-31,0.0,42.8235294117647,35.1764705882353,2.673047619047619
2016-02-01,0.0,51.470588235294116,39.470588235294116,4.523619047619047
2016-02-02,0.0,49.76470588235294,42.88235294117647,1.2458095238095237
2016-02-03,0.0,44.05882352941177,36.0,2.636761904761905
2016-02-04,0.0,40.23529411764706,33.588235294117645,2.7577142857142856
2016-02-05,0.0,46.88235294117647,33.8235294117647,3.410857142857143
2016-02-06,0.0,49.411764705882355,43.76470588235294,0.02419047619047619
2016-02-07,0.0,52.529411764705884,42.411764705882355,1.2820952380952382
2016-02-08,0.0,50.35294117647059,41.470588235294116,11.345333333333333
2016-02-09,0.0,46.1764705882353,33.94117647058823,18.324285714285715
2016-02-10,0.0,42.11764705882353,34.94117647058823,3.773714285714285
2016-02-11,0.0,43.294117647058826,36.0,5.2493333333333325
2016-02-12,0.0,40.470588235294116,32.11764705882353,0.7136190476190476
2016-02-13,0.0,37.705882352941174,30.352941176470587,0.09676190476190476
2016-02-14,0.0,37.76470588235294,33.0,7.027333333333333
2016-02-15,0.01904761904761905,35.23529411764706,27.058823529411764,0.012095238095238095
2016-02-16,0.0,38.88235294117647,23.294117647058822,0.0
2016-02-17,0.0,37.8235294117647,24.941176470588236,0.33866666666666667
2016-02-18,0.2285714285714286,37.35294117647059,28.705882352941178,0.02419047619047619
2016-02-19,0.0,41.294117647058826,32.294117647058826,1.2095238095238094
2016-02-20,0.0,45.411764705882355,34.0,8.50295238095238
2016-02-21,0.0,50.705882352941174,42.64705882352941,18.941142857142857
2016-02-22,0.0,47.705882352941174,38.588235294117645,0.9555238095238094
2016-02-23,0.0,45.05882352941177,35.35294117647059,1.1853333333333333
2016-02-24,0.0,42.35294117647059,32.0,1.6086666666666665
2016-02-25,0.0761904761904762,40.411764705882355,30.529411764705884,2.685142857142857
2016-02-26,0.01904761904761905,41.470588235294116,29.764705882352942,0.4112380952380952
2016-02-27,0.0,41.35294117647059,27.823529411764707,0.0
2016-02-28,0.0,42.529411764705884,25.0,0.0
2016-02-29,0.0,38.35294117647059,25.58823529411765,0.0
2016-03-01,0.0,37.23529411764706,24.470588235294116,4.112380952380953
2016-03-02,0.0,44.588235294117645,33.0,5.539619047619047
2016-03-03,0.0,41.8235294117647,32.23529411764706,1.2579047619047619
2016-03-04,0.0,42.705882352941174,29.941176470588236,3.2294285714285715
2016-03-05,0.0,39.8235294117647,36.11764705882353,1.8263809523809524
2016-03-06,0.0,44.05882352941177,34.35294117647059,0.4596190476190476
2016-03-07,0.0,44.23529411764706,31.41176470588235,0.31447619047619046
2016-03-08,0.0,44.11764705882353,29.764705882352942,0.4838095238095238
2016-03-09,0.0,47.1764705882353,31.235294117647058,0.0
2016-03-10,0.0,43.64705882352941,30.294117647058822,0.0
2016-03-11,0.0,42.64705882352941,31.058823529411764,0.0
2016-03-12,0.0,43.529411764705884,29.823529411764707,0.0
2016-03-13,0.0,40.35294117647059,28.352941176470587,0.0
2016-03-14,0.0,45.0,28.235294117647058,0.0
2016-03-15,0.0,47.588235294117645,34.294117647058826,0.0
2016-03-16,0.0,48.94117647058823,30.823529411764707,0.0
2016-03-17,0.0,51.11764705882353,27.11764705882353,0.012095238095238095
2016-03-18,0.0,44.529411764705884,36.94117647058823,0.0
2016-03-19,0.0,45.411764705882355,34.05882352941177,0.16933333333333334
2016-03-20,0.0,48.411764705882355,39.705882352941174,0.6289523809523809
2016-03-21,0.0,47.529411764705884,40.76470588235294,1.4272380952380952
2016-03-22,0.0,48.05882352941177,40.1764705882353,0.7982857142857143
2016-03-23,0.0,49.64705882352941,34.35294117647059,0.0
2016-03-24,0.0,48.1764705882353,30.235294117647058,1.3546666666666665
2016-03-25,0.0,46.94117647058823,39.294117647058826,2.673047619047619
2016-03-26,0.0,57.35294117647059,36.35294117647059,0.0
2016-03-27,0.0,52.1764705882353,43.294117647058826,3.3866666666666667
